,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),Unchanged(ha),Low_Severity(ha),Moderate_Severity(ha),High_Severity(ha),FuelTreatment,TSLF(months)
1621,WALKER WYE,39.022,-122.405,2012,8,2365.65,744.39,691.29,663.3,266.67,0,0
1161,RALSTON,39.024,-120.681,2006,9,3224.88,39.33,820.08,1546.56,817.56,0,0
880,MEU LIGHTNING COMPLEX (COWSHED  LIGHTNING),39.029,-123.611,2008,6,1957.32,0.36,1465.47,450.54,40.95,0,0
119,BIG,39.041,-120.558,1987,8,424.44,10.71,72.72,174.06,166.86,0,0
879,MEU LIGHTNING COMPLEX (CLIFF),39.053,-123.568,2008,6,1758.87,15.03,1278.09,419.31,45.81,0,0
1206,RIVER,39.055,-123.019,2018,7,19795.68,27.45,4201.74,10260.36,5119.74,0,0
1211,ROBBERS,39.055,-120.887,2012,7,1064.34,0.0,269.19,360.09,434.97,0,0
1122,PONDEROSA,39.058,-120.92,2001,8,1241.19,37.35,148.59,410.22,645.03,0,0
1615,WALKER,39.066,-122.479,2008,6,5035.23,5.4,1119.24,2086.47,1775.79,0,1
1390,STAR,39.099,-120.49,2001,8,6817.23,30.69,689.76,1829.43,4202.37,0,0
31,AMERICAN,39.136,-120.588,2013,8,11304.63,49.95,1157.85,4005.36,6072.3,1,0
1279,SCOTTS,39.145,-123.045,2012,9,2015.91,0.45,476.37,967.59,553.05,0,0
97,BEALE ASSIST,39.148,-121.403,1998,9,523.53,0.9,17.82,240.75,12.87,0,8
885,MEU LIGHTNING COMPLEX (LOW GAP),39.156,-123.383,2008,7,864.45,0.0,582.48,248.4,33.57,0,0
1493,TWENTY,39.184,-121.482,2008,6,425.52,9.99,228.96,168.48,17.01,0,0
887,MEU LIGHTNING COMPLEX (NAVARRO),39.185,-123.619,2008,6,1302.3,0.63,767.16,488.43,46.08,0,0
210,BUTTE FIRE,39.198,-121.826,2018,7,414.81,0.0,74.25,302.4,38.16,0,0
484,FORK,39.202,-122.744,1996,8,33670.17,18.99,4532.94,11879.19,13740.84,0,0
585,GUNTLEY,39.207,-123.103,1995,10,950.58,0.54,513.36,346.68,88.83,0,0
33,AMERICAN RIVER COMPLEX (GOVERNMENT),39.208,-120.596,2008,6,8382.6,76.68,1408.14,3551.76,3319.83,0,0
829,LOWELL,39.212,-120.869,2015,7,1067.49,0.99,243.09,314.55,505.71,0,0
888,MEU LIGHTNING COMPLEX (ORR),39.218,-123.392,2008,7,680.58,0.09,484.02,161.64,31.5,0,0
778,LIGHTENING FIRE,39.233,-122.307,1992,9,516.06,3.24,156.06,352.71,4.05,0,0
1581,UNNAMED,39.237,-122.535,1989,8,427.86,0.0,104.13,268.83,40.68,0,0
8,49R,39.244,-121.207,1988,9,14843.25,64.53,6373.71,4665.06,3729.69,0,0
883,MEU LIGHTNING COMPLEX (JACK SMITH),39.265,-123.322,2008,7,433.8,0.0,294.3,116.64,22.86,0,0
1166,RANCH,39.269,-122.775,2018,7,172800.09,272.16,42198.39,72117.54,52395.66,0,7
972,NORTH,39.276,-120.632,2018,9,513.45,0.0,58.5,77.31,375.75,1,0
1502,UNNAMED,39.281,-122.777,1988,11,1341.18,0.99,696.78,390.78,185.31,0,1
512,GAP,39.301,-120.626,2001,8,965.7,0.45,67.68,160.47,702.0,0,1
903,MILL,39.32,-122.627,2012,7,12045.6,12.24,1672.02,6535.35,3669.93,0,0
1187,REDWOOD VALLEY INCIDENT,39.339,-123.213,2017,10,14787.99,16.65,6452.37,4241.07,3963.51,0,0
1691,YUBA,39.339,-121.186,2009,8,1626.3,29.07,273.6,729.0,594.45,0,0
1693,YUBA RIVER COMPLEX (SCOTCHMAN),39.35,-120.766,2008,6,487.44,2.88,133.38,189.9,160.29,0,0
76,BANGOR,39.351,-121.458,2007,8,460.71,0.0,39.69,380.16,40.86,0,0
493,FOUTS,39.353,-122.771,1987,9,6836.76,4.32,2005.56,2760.48,1821.42,0,0
1031,PALERMO,39.357,-121.511,1996,10,470.79,0.09,24.75,201.06,233.01,0,11
261,CASCADE,39.359,-121.375,2017,10,6538.05,1.08,1714.95,4347.09,474.57,0,1
1334,SITES COMPLEX,39.363,-122.447,2012,7,1460.34,1.17,626.13,749.25,76.95,0,0
1611,VILLA,39.363,-121.514,1992,9,2842.56,41.22,366.21,2229.75,109.71,0,0
854,MARTIS,39.365,-120.0,2001,6,2245.59,25.38,275.31,648.09,1246.41,0,1
1361,SODA COMPLEX (BACK),39.37,-122.977,2008,6,705.69,0.0,251.91,345.24,108.54,0,0
390,DEER,39.374,-122.844,2005,8,688.59,0.0,144.09,185.22,336.6,0,0
1666,WILLOWS,39.37500325,-121.332452,2020,9,526.68,0.0,286.47,204.57,35.55,0,2
1692,YUBA RIVER COMPLEX (FALL),39.376,-120.696,2008,6,845.28,0.09,219.87,341.28,281.52,0,0
1661,WILLIAMS,39.377,-121.252,1997,9,2562.21,34.74,842.4,919.35,763.29,0,0
882,MEU LIGHTNING COMPLEX (INDIAN),39.381,-123.606,2008,6,457.65,0.0,413.73,34.83,9.09,0,0
299,CLARK VALLEY,39.392,-122.451,1984,10,594.9,0.0,282.42,304.83,6.57,0,7
199,BULLARD,39.392,-121.146,2010,8,530.37,14.76,118.53,183.6,211.86,0,10
1480,TROUGH,39.399,-122.705,2001,8,10224.18,20.88,3386.7,4803.48,1995.39,0,0
635,HIRSCHDALE,39.399,-120.065,1994,8,515.7,3.6,136.44,229.77,93.15,0,0
1362,SODA COMPLEX (BIG),39.416,-123.076,2008,6,799.56,0.0,207.27,342.63,197.01,0,0
768,LAUDER,39.417,-123.075,1987,9,826.38,0.0,92.61,313.56,344.88,0,0
1073,PENDOLA,39.419,-121.197,1999,10,3116.79,11.52,777.78,716.4,1582.47,0,0
1008,OPHIR,39.441,-121.567,2008,6,418.14,0.81,138.6,250.56,28.17,0,0
1033,PALMER,39.449,-120.764,1987,8,863.19,0.18,180.0,307.53,371.88,0,0
215,CABBAGE,39.455,-122.851,2000,4,610.56,2.07,206.01,334.26,62.19,0,2
1072,PENDOLA,39.461,-121.114,1999,10,1636.56,17.82,182.7,476.1,912.42,0,0
1622,WALL,39.463,-121.406,2017,7,2625.48,0.09,1298.07,1019.43,306.72,0,0
1426,SWEDES,39.464,-121.411,2013,8,1057.77,1.35,277.47,528.66,249.21,0,0
1363,SODA COMPLEX (MILL),39.477,-123.085,2008,6,1435.86,0.36,807.93,450.81,172.26,0,0
986,OAK,39.48826135,-123.3779504,2020,9,456.93,0.0,138.42,126.36,191.97,0,0
571,GRINDSTONE COMPLEX (DEAFY),39.504,-122.821,2003,9,1984.32,0.0,277.02,685.35,1021.95,0,0
368,CRYSTAL,39.517,-120.037,1994,8,2962.26,2.43,252.45,833.31,1813.41,0,0
834,LUMPKIN,39.527,-121.327,2015,9,460.44,0.0,53.28,124.92,282.24,0,9
572,GRINDSTONE COMPLEX (HAPPY CAMP),39.531,-122.727,2003,9,859.5,0.0,416.7,353.16,89.37,0,0
1368,SOUTH,39.532,-121.414,1999,8,871.47,14.76,303.03,432.9,120.06,0,0
871,MENDENHALL,39.542,-123.039,1987,8,21916.26,18.18,4354.2,7787.43,9403.47,0,0
1364,SODA COMPLEX (MONKEY  ROCK),39.544,-122.968,2008,6,722.43,0.36,440.55,226.17,54.27,0,0
1431,TABLE,39.549,-121.572,1994,6,490.41,0.18,112.5,371.88,5.85,0,0
673,INDIAN,39.551,-120.968,1987,8,3563.37,0.0,419.4,1033.65,2093.76,0,0
662,HWY 149,39.556,-121.64,1995,10,797.49,6.21,82.62,574.38,35.91,0,9
1123,PONDEROSA,39.578,-121.277,2017,8,1726.92,1.71,140.13,346.14,1237.23,1,0
351,CRAIG,39.581,-121.347,2008,8,712.71,0.18,29.16,211.59,471.69,0,0
277,CHEROKEE,39.591,-121.585,2017,10,3369.87,14.49,815.04,2184.21,352.89,0,8
1012,OREGON,39.597,-121.499,2004,8,803.43,3.87,135.36,383.94,280.26,0,0
337,COTTONWOOD,39.601,-120.193,1994,8,19387.89,82.26,4183.38,4730.49,9457.83,0,0
1472,TOWN,39.607,-122.652,2000,3,1005.75,0.0,434.79,272.97,115.92,1,1
922,MITCHELL CANYON,39.613,-119.996,1984,6,1749.87,9.9,482.4,604.44,582.66,0,0
294,CHROME,39.623,-122.559,2018,6,948.78,3.15,109.08,529.65,278.28,0,0
506,FRRD COMPLEX (BEAN),39.628,-121.299,1999,8,775.08,14.67,96.39,406.17,251.73,0,0
250,CANYON COMPLEX (FRIEND-DARNELL),39.632,-121.312,2008,7,1687.41,11.34,240.57,687.15,736.38,0,0
94,BASSETTS,39.633,-120.589,2006,9,939.6,0.9,206.28,304.11,426.87,0,0
1373,SPANISH,39.634,-122.828,2003,9,2584.71,3.69,844.83,899.55,836.37,0,0
597,HARDING,39.635,-120.321,2005,8,955.26,1.08,195.75,352.08,293.67,0,0
133,BLOOMER,39.645,-121.476,1999,8,1138.14,1.8,215.1,659.25,229.59,0,0
1133,POWDERHOUSE,39.658,-122.61,1988,8,683.1,0.0,246.15,401.76,1.8,0,0
659,HUNTER,39.662,-122.927,2006,7,6782.85,10.98,3122.46,2464.29,1129.05,0,0
73,BALLS CANYON,39.666,-120.079,2006,6,792.0,1.62,64.89,317.07,339.66,0,0
205,BURTON,39.674,-121.695,1992,9,2520.54,3.42,2415.33,100.62,0.81,0,0
75,BALLS CANYON 2,39.68,-120.062,1987,6,520.56,0.36,151.56,234.81,127.26,0,0
53,ASSIST P.N.F.,39.683,-121.077,1987,8,499.05,0.0,66.51,114.12,316.98,0,0
1221,ROCKWELL,39.68378687,-122.7719726,2020,8,581.4,0.0,26.82,238.14,316.35,0,0
74,BALLS CANYON,39.684,-120.051,2007,7,1842.39,7.83,254.52,957.24,595.98,0,0
1339,SKYWAY,39.686,-121.716,2002,6,881.55,0.81,10.44,868.59,0.99,0,1
1464,TOF 33,39.69,-120.067,1990,8,421.56,1.44,176.13,135.9,101.97,0,0
1118,POE,39.701,-121.48,2001,9,3417.66,14.67,575.55,987.39,1833.3,0,0
655,HUMBOLDT,39.703,-121.683,2008,6,9615.96,15.21,2302.47,6086.43,1211.31,0,0
507,FRRD COMPLEX (DEVILS GAP),39.707,-121.037,1999,8,628.47,0.36,146.79,219.51,248.49,0,0
832,LOYALTON,39.70744261,-120.1077695,2020,8,18858.24,3.24,2256.93,7220.7,7998.66,0,0
881,MEU LIGHTNING COMPLEX (HARDY),39.708,-123.768,2008,6,2212.65,1.62,1441.8,666.45,102.78,0,0
878,MEU LIGHTNING COMPLEX (BUTCH),39.71,-123.173,2008,7,986.58,4.86,733.14,217.71,27.18,0,0
252,CANYON COMPLEX (SCOTCH),39.722,-121.191,2008,6,10689.66,94.23,3482.37,4945.86,2160.0,0,0
1077,PETERSON,39.724,-119.993,2008,10,138.06,0.54,41.04,81.81,9.54,0,0
319,CONCOW,39.725,-121.531,2000,9,712.62,7.29,182.79,240.75,274.05,0,0
974,NORTH COMPLEX,39.72888713,-121.196267,2020,8,128894.04,1326.6,8862.39,30106.44,87838.74,0,0
229,CAMP,39.748,-121.565,2018,11,61971.21,206.19,25058.25,20955.24,15424.92,0,0
1599,USFS 10,39.75,-120.178,1987,6,514.62,0.63,247.14,214.29,9.27,0,0
629,HIGHWAY 70,39.751,-121.481,2001,10,669.06,2.16,66.69,179.1,417.96,0,8
249,CANYON COMPLEX (FOUR MILE),39.755,-121.339,2008,6,1162.62,0.0,510.03,542.97,109.62,0,0
413,DOE MILL,39.757,-121.715,1999,8,4689.81,8.64,3608.64,1058.49,9.54,0,0
886,MEU LIGHTNING COMPLEX (MIDDLE),39.761,-123.8,2008,6,843.75,1.53,517.86,299.16,25.2,0,0
281,CHILCOOT COMPLEX,39.761,-120.133,2003,7,2331.54,0.27,472.95,1417.23,366.03,0,0
251,CANYON COMPLEX (LITTLE),39.765,-121.248,2008,6,654.66,0.0,446.67,183.42,24.57,0,0
1183,RED ROCK,39.765,-119.975,2009,7,759.33,0.27,361.35,352.98,13.5,0,0
587,HAL JNCT 2,39.769,-120.013,1985,7,961.2,0.9,237.15,590.4,101.34,0,0
1078,PETERSON,39.774,-119.989,1984,7,124.29,0.09,44.64,55.62,23.85,0,7
61,BACCARAT,39.77683069,-119.9569403,2020,10,6.66,0.0,5.85,0.81,0.0,0,1
884,MEU LIGHTNING COMPLEX (LOST PIPE),39.779,-123.714,2008,7,577.17,0.54,417.33,109.89,49.41,0,0
280,CHILCOOT,39.779,-120.148,2017,8,417.78,0.54,46.71,131.13,238.32,0,0
806,LODGE COMPLEX,39.782,-123.652,2014,7,4975.56,12.51,3120.84,1248.3,579.78,0,0
118,BIDWELL,39.784,-121.696,1984,7,2432.25,3.33,1230.39,1151.73,46.08,0,0
795,LINN/RECER/ELKHORN,39.793,-122.867,1990,8,1389.06,0.09,673.65,454.59,258.84,0,0
588,HALLELUJAH,39.809,-119.966,1994,7,460.35,0.09,243.9,194.94,17.64,0,1
271,CEMETERY,39.815,-120.088,1999,9,1520.28,0.99,308.07,978.03,214.47,0,0
896,MHRD COMPLEX (PIGEON),39.834,-121.021,1999,8,1946.52,22.32,537.48,874.62,461.16,0,0
248,CANYON COMPLEX (COLD),39.835,-120.807,2008,6,2408.13,0.36,246.33,610.65,1550.52,0,0
954,MUSTY,39.837,-121.749,1999,8,6814.98,4.14,4561.38,2123.73,97.65,0,0
771,LAYMAN,39.841,-120.638,1989,9,1876.05,0.9,393.66,597.06,841.32,0,9
247,CANYON COMPLEX (BEAR),39.845,-121.381,2008,6,614.43,3.06,294.39,299.7,14.94,0,0
895,MHRD COMPLEX (LOOKOUT),39.849,-121.094,1999,8,1066.14,0.09,312.66,455.94,276.75,0,0
971,NORTH,39.84956022,-119.9905237,2020,8,1110.24,5.13,174.15,560.25,339.48,0,0
839,MADALANNA,39.85,-120.248,1996,7,1820.16,5.4,567.27,989.37,232.83,0,0
1220,ROCK CREEK,39.851,-121.772,1985,6,472.68,0.09,162.9,256.41,53.28,0,1
814,LONG VA,39.851,-119.974,1985,7,910.89,2.16,367.56,372.42,145.08,0,1
190,BTU LIGHTNING COMPLEX (LONG BRANCH-JACK),39.852,-121.444,2008,8,20930.85,40.86,3398.49,8488.53,8612.46,0,0
1644,WHISKEY,39.855,-122.669,2008,6,3135.24,18.0,965.61,1849.14,302.49,0,0
816,LONG VALLEY,39.882,-119.995,2019,8,225.45,0.0,15.3,112.68,96.93,0,1
1416,SUGARFOOT,39.883,-122.79,1994,8,1121.49,2.61,419.04,426.96,190.98,0,0
893,MHRD COMPLEX (BUCKS),39.885,-121.313,1999,8,13944.33,28.8,3288.87,6086.25,4337.37,0,0
894,MHRD COMPLEX (HORTON 2),39.891,-120.338,1999,8,1640.79,10.98,422.46,576.0,551.61,0,0
889,MEU LIGHTNING COMPLEX (RED MOUNTAIN),39.892,-123.639,2008,6,3089.34,31.41,1466.73,1337.22,132.3,0,0
980,NORTH PASS,39.894,-123.047,2012,8,17680.68,94.23,5604.03,6206.49,5736.6,0,0
919,MINERVA 5,39.903,-120.944,2017,7,1839.69,0.0,363.51,722.79,748.26,0,0
1634,WEINSTEIN,39.908,-122.627,2000,9,3229.56,11.43,1099.17,1694.97,422.82,0,1
1473,TRAILER 1,39.921,-119.993,2009,7,180.18,0.0,29.07,86.85,40.14,0,1
44,APPLE,39.924,-122.349,2018,6,1152.81,1.35,99.99,827.28,224.19,0,0
1182,RED ROCK,39.926,-119.968,2013,7,228.15,0.09,47.61,105.12,63.27,0,1
55,AUGUST COMPLEX FIRES,39.93152304,-122.9959521,2020,8,417701.16,420.57,103830.39,135594.72,170053.65,0,0
321,CONSTANTIA,39.934,-120.058,2010,7,611.64,0.09,118.62,366.93,105.57,0,0
1070,PELLOWS,39.936,-122.61,1999,7,471.24,0.0,272.25,182.34,16.65,0,0
969,NOBLE,39.963,-123.717,2006,9,500.85,0.0,220.95,197.64,80.01,0,0
830,LOWERY,39.981,-122.591,1984,7,1158.93,3.42,237.15,739.71,178.65,0,0
1618,WALKER,39.989,-120.701,1990,8,454.86,0.81,68.58,150.57,228.33,0,1
815,LONG VALLEY,39.992,-119.92,2017,7,7957.8,2.97,2284.74,5478.21,96.93,0,1
153,BOOTLEGGER,40.008,-119.969,2006,8,164.97,1.08,102.42,53.19,0.81,0,1
187,BRUSHY,40.011,-121.817,1984,9,1131.3,0.0,83.61,1034.46,9.36,0,1
421,DOYLE,40.014,-120.136,1994,6,836.82,10.26,421.11,267.57,123.12,0,1
891,MEU LIGHTNING COMPLEX (TRAVIS),40.017,-123.227,2008,7,607.95,0.0,452.61,135.18,12.96,0,0
1407,STORRIE,40.027,-121.287,2000,8,20068.47,93.51,4474.53,6208.83,8686.53,1,1
78,BAR,40.031,-121.176,2010,7,463.59,2.34,158.58,231.12,48.6,1,0
1285,SECOND,40.034,-120.14,1984,8,486.09,1.53,414.54,64.89,0.54,0,0
690,ISLAND,40.036,-123.498,1990,9,597.06,3.69,475.83,93.87,23.67,0,12
474,FISH,40.036,-119.993,2001,8,3839.85,0.9,840.78,2669.85,195.3,0,10
1195,RICH,40.04,-121.137,2008,7,2702.25,18.9,378.63,1174.05,1119.42,1,0
233,CAMPBELL,40.041,-121.824,1990,8,51906.78,123.03,20231.64,23962.68,7349.67,0,0
1164,RANCH,40.055,-122.628,2019,11,1179.0,0.0,238.23,660.51,280.26,0,0
1155,RACK,40.056,-120.34,1989,7,1399.05,1.35,318.78,425.52,602.64,0,0
769,LAURA 2,40.06261739,-120.0895792,2020,11,929.43,0.0,68.58,753.39,106.38,0,0
191,BTU LIGHTNING COMPLEX (SMOKEY),40.063,-121.621,2008,6,576.09,0.09,114.39,195.93,257.94,0,0
389,DEER,40.075,-121.859,2013,8,4802.94,4.68,1651.5,3007.26,138.33,0,0
315,COLYEAR,40.078,-122.679,2008,5,714.96,0.72,296.01,358.92,32.04,0,1
1492,TURTLE,40.078,-120.066,1984,7,1610.82,0.0,401.49,1208.88,0.0,0,1
1619,WALKER,40.09,-120.585,2019,9,23695.83,88.29,5639.76,7970.31,9381.33,0,0
772,LAZYMAN,40.091,-122.915,1987,9,605.25,0.09,407.25,174.06,23.76,0,0
1475,TRAVIS,40.092,-123.225,1987,8,4680.72,2.88,1935.18,1713.78,877.86,0,0
289,CHIPS,40.095,-121.199,2012,7,32308.56,217.17,6644.79,12827.79,12311.91,1,0
1687,YOLLA BOLLY COMPLEX (IRON),40.096,-122.979,2008,6,38399.58,33.48,19067.22,15221.61,3858.03,0,0
1247,SADDLE,40.1,-124.086,1988,9,2122.56,15.57,1052.28,682.92,371.52,0,0
1490,TURTLE,40.103,-120.068,2000,6,504.0,0.0,236.16,267.84,0.0,0,1
1179,RED,40.107,-122.425,1999,6,664.29,5.94,149.13,365.67,143.55,0,0
298,CLARK,40.108,-120.305,1987,8,15860.79,24.57,5331.6,5783.13,3358.62,0,0
656,HUMBOLDT COMPLEX (PARADISE),40.117,-124.052,2008,6,496.35,0.0,402.84,81.09,12.42,0,1
1369,SOUTH,40.118,-122.823,2019,9,2273.94,0.81,768.96,1094.58,313.2,1,0
1662,WILLIE,40.119,-123.299,2017,8,1313.28,0.0,511.65,303.21,157.14,0,0
84,BARKLEY,40.12,-121.756,1994,9,17909.91,65.16,13977.18,2517.03,1227.15,0,0
838,MAD RIVER COMPLEX (TRAVIS),40.121,-123.294,2008,6,447.39,0.0,185.94,72.09,16.74,0,0
41,ANTELOPE COMPLEX (WHEELER),40.139,-120.582,2007,7,9349.74,57.24,1459.98,2735.82,4947.75,0,0
1180,RED BANK,40.157,-122.676,2019,9,3257.91,1.35,655.02,2084.85,507.24,0,0
644,HONEYDEW,40.161,-124.134,2003,9,5124.42,51.57,1916.28,1707.84,1442.25,0,1
1454,TGU LIGHTNING COMPLEX (MILL),40.162,-121.868,2008,6,5440.95,0.27,2881.8,2475.18,82.08,0,0
738,KINGS,40.163,-124.163,1990,8,916.29,14.85,362.16,314.46,223.38,0,0
1040,PANTHER,40.173,-121.65,2013,5,2925.18,15.3,887.13,1071.9,908.73,0,1
584,GUN 2,40.179,-121.804,1999,9,24764.76,526.95,9121.32,10788.21,4075.02,0,0
1410,STREAM,40.183,-120.606,2001,7,1483.83,21.24,106.11,336.87,1015.92,0,0
615,HERMIT,40.184,-123.045,1988,9,3106.26,1.44,907.74,975.78,1221.3,0,0
1688,YOLLA BOLLY COMPLEX (TROUGH),40.185,-123.119,2008,6,1586.16,0.0,422.46,555.84,607.86,1,0
1217,ROCK,40.189,-123.009,1996,8,845.01,0.54,615.15,204.84,24.48,0,0
423,DUTCHMAN,40.192,-123.348,2017,8,648.54,0.0,144.63,171.9,141.03,0,0
369,CUB COMPLEX (CUB),40.194,-121.491,2008,6,8405.82,48.51,1572.57,3572.37,3144.42,0,0
322,COOKS,40.195,-120.84,1996,8,514.62,0.09,56.43,130.14,291.96,0,0
162,BOULDER,40.195,-120.577,2006,6,1161.45,0.18,183.24,597.78,299.52,0,0
1396,STEELHEAD,40.198,-123.624,2015,7,846.63,7.65,641.61,165.33,32.04,0,0
904,MILL,40.208,-121.631,2012,8,795.69,8.28,220.05,314.01,249.57,0,0
837,MAD RIVER COMPLEX (BONANZA),40.212,-123.227,2008,6,592.47,0.0,379.53,187.47,25.47,0,0
194,BUCK,40.213,-123.027,2017,9,5505.57,1.62,3028.77,1631.61,842.67,1,1
427,EAGLE,40.216,-120.452,1989,7,1561.05,0.81,313.92,667.98,535.32,0,0
935,MOONLIGHT,40.22,-120.736,2007,9,26594.64,66.06,2780.82,6499.08,17069.04,0,8
638,HOG 2,40.221,-122.034,1992,7,583.38,0.0,0.0,583.38,0.0,0,1
1424,SUN,40.23,-122.143,2018,10,1586.61,7.2,255.42,1241.82,82.17,0,1
1453,TGU LIGHTNING COMPLEX (ANTELOPE),40.251,-121.871,2008,6,1356.57,0.09,749.7,581.31,24.66,1,0
1242,RUTH,40.258,-123.299,2011,9,450.45,104.58,99.18,95.4,146.34,0,10
235,CANOE,40.259,-123.918,2003,9,4403.43,0.27,2885.49,1077.93,439.74,0,0
859,MATTOLE,40.284,-124.156,1990,8,2113.92,2.43,1376.28,642.6,92.61,0,0
1442,TEHAMA-GLENN COMPLEX (DEHAVEN GULCH),40.284,-121.945,1999,8,6978.24,1.26,2702.34,4111.65,162.81,0,0
677,INKS,40.296,-122.14,1999,8,2469.33,8.37,1140.57,1314.81,4.95,0,0
1554,UNNAMED,40.296,-120.069,1985,7,668.07,0.0,636.12,30.78,0.0,0,0
4,36,40.3,-122.734,2005,8,917.55,0.0,619.29,295.92,1.71,0,0
708,JELLYS 2,40.304,-122.195,1999,8,689.31,12.24,489.33,187.65,0.0,0,0
1337,SKEDADDLE,40.305,-120.158,1985,5,549.0,0.0,481.59,63.45,0.0,0,1
766,LASSICS,40.316,-123.533,2015,8,8384.31,36.99,3617.55,2774.52,1892.7,0,0
791,LIME COMPLEX (NOBLE),40.325,-122.905,2008,6,5229.81,1.62,2856.6,2071.62,188.46,0,0
1296,SHEEP,40.32565658,-120.7209697,2020,8,11911.41,3.78,1002.87,4091.4,6628.05,0,7
1158,RAINBOW,40.33,-124.123,1990,8,1129.14,1.08,725.4,246.24,156.06,0,1
762,LANE,40.331,-121.831,2018,6,1636.29,0.0,279.0,971.73,380.07,0,0
716,JOURNEY,40.333,-123.366,2000,10,417.87,0.0,125.73,134.82,157.32,0,1
10,A-3,40.337,-120.443,2003,7,466.56,0.09,309.06,150.66,6.03,0,0
470,FINLEY,40.339,-121.811,1990,8,8903.34,8.73,3117.69,4385.97,1332.36,0,0
213,BYERS,40.342,-120.458,1996,7,477.0,0.54,139.68,178.11,157.68,0,1
93,BASS HILL,40.343,-120.52,1985,8,1009.89,37.44,915.66,53.46,3.15,0,1
539,GOBBLER,40.346,-123.441,2015,7,3464.73,0.45,1781.73,1000.89,677.7,0,0
1526,UNNAMED,40.35,-122.053,1999,6,501.84,1.53,274.95,225.0,0.36,0,1
1063,PEAKS,40.355,-123.791,1990,8,700.11,0.0,324.18,250.02,124.92,0,0
1086,PICKETT,40.362,-123.381,2015,7,4544.1,0.45,2141.82,1312.2,1074.33,1,0
844,MANTON 3,40.368,-122.005,1998,8,558.0,0.81,231.21,325.62,0.36,0,0
356,CREEK,40.371,-120.701,2006,7,681.03,0.0,149.31,252.45,210.69,0,0
1637,WENDEL,40.377,-120.211,1986,7,663.21,0.0,460.08,201.78,0.0,0,9
1658,WILLARD,40.378,-120.749,2016,9,1145.34,0.18,265.86,491.67,343.26,0,0
582,GULCH,40.38,-122.946,2008,9,1190.16,0.0,245.25,562.77,356.13,1,9
1375,SPRING,40.384,-122.095,1999,8,2669.76,0.81,1167.03,1501.65,0.27,0,0
134,BLUE,40.392,-123.189,2015,7,1214.91,2.43,395.46,383.22,431.64,1,0
400,DEVIL,40.395,-120.725,2001,5,1869.03,0.27,303.03,712.53,826.38,0,0
481,FLUME,40.404,-123.339,1987,8,4935.33,3.33,1958.22,1915.83,1052.28,0,0
1140,POWERHOUSE,40.411,-121.899,1998,8,690.21,0.36,334.26,351.9,3.69,0,0
1290,SHAFFER,40.42,-120.314,2001,8,491.22,0.09,441.27,39.51,0.0,0,0
637,HOG,40.42023066,-120.8050785,2020,7,3848.58,6.21,326.97,1338.84,2114.91,0,0
793,LIME COMPLEX (TELEPHONE),40.421,-123.096,2008,6,2959.38,3.6,1019.52,1381.86,544.86,0,0
1121,PONDEROSA,40.424,-121.776,2012,8,11613.87,198.09,1940.13,2957.13,6441.66,0,0
950,MUD,40.432,-120.247,2017,8,2443.95,0.81,1840.77,561.15,0.0,0,0
1573,UNNAMED,40.437,-122.806,1992,8,2164.68,0.0,1263.33,702.72,176.31,0,0
538,GOAT,40.437,-120.782,2000,7,493.38,0.0,30.42,83.88,377.73,0,0
1696,ZOGG,40.43746497,-122.6220128,2020,9,22779.72,105.3,15519.51,4389.75,2583.27,0,0
193,BUCK,40.442,-123.556,2015,8,782.91,0.0,565.83,169.11,47.07,0,0
843,MANTON,40.444,-121.855,2005,8,916.83,1.26,415.35,349.2,146.43,0,1
1624,WALLOW,40.448,-123.398,1987,8,1385.64,5.94,953.1,347.94,78.48,0,1
1314,SHU LIGHTNING COMPLEX (DEERLICK),40.452,-122.846,2008,6,5503.68,0.9,2656.89,2397.69,383.67,0,0
305,CLOVER,40.457,-122.522,2013,9,3345.84,27.99,504.81,1876.77,677.7,0,2
1574,UNNAMED,40.459,-122.808,1989,8,2664.81,0.27,1870.47,624.24,145.71,0,0
200,BULLY,40.461,-122.793,2014,7,4525.83,10.98,670.41,2293.29,1533.69,0,0
240,CANYON,40.461,-122.408,1999,9,1046.52,4.86,774.45,248.04,17.01,0,0
1305,SHIELL,40.469,-123.066,2015,7,10051.11,2.7,3585.33,4392.81,2047.23,1,0
1065,PEANUT,40.483,-123.2,1987,8,2455.38,0.81,610.56,1044.18,792.09,0,0
355,CREEK,40.486,-122.518,2018,6,544.59,4.23,115.29,398.97,26.1,0,0
788,LIME COMPLEX (DEADSHOT),40.488,-122.922,2008,6,453.06,0.45,162.0,161.73,128.7,0,0
376,DALE,40.488,-122.483,2012,7,581.85,6.75,275.04,233.37,66.69,0,0
1625,WALLOW,40.492,-123.343,2007,8,621.45,0.0,82.98,203.4,334.89,0,0
789,LIME COMPLEX (LIME),40.495,-123.412,2008,6,11021.13,61.92,5585.31,4127.94,1242.54,0,0
1060,PEAK,40.495,-123.207,2015,8,2557.17,0.0,655.29,1205.73,679.86,1,0
501,FRIENDLY,40.501,-123.307,1987,8,1406.34,1.35,500.58,537.57,366.48,0,0
1218,ROCK,40.505,-123.158,1991,9,451.26,0.0,69.21,122.58,257.76,0,1
458,FAIRFIELD,40.526,-121.349,2009,8,577.8,17.01,269.91,252.45,38.43,0,0
