,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),Unchanged(ha),Low_Severity(ha),Moderate_Severity(ha),High_Severity(ha),FuelTreatment,TSLF(months),PDepth>0.01in,PDepth>0.1in,PDepth>1in,SDepth>1in,DaysT<32d,DaysT>70d,DaysT>90d,HighestDaySnow,HighestDayRain,HighestDayTemp,TotalRain,TotalSnow,AvgMonthMax
1583,NELSON,41.272,-120.447,1994,8,1067.13,2.25,87.93,199.17,777.6,0,0,73.85714285714286,45.666666666666664,0.47619047619047616,25.0,14.823529411764707,137.08823529411765,29.058823529411764,236.0,21.095238095238095,36.43235294117647,346.20476190476194,1806.0,16.596470588235295
1584,FORKS,41.273,-123.321,2002,6,600.84,4.86,180.9,205.47,196.65,0,0,89.0,64.0,17.0,0.0,0.05,195.45,71.25,0.0,109.70000000000002,41.325,1328.7999999999997,0.0,21.867
1585,BUTLER,41.278,-123.392,2013,7,9736.92,21.69,2951.73,3627.81,3135.51,0,1,68.10526315789474,42.0,3.0,3.6219934355604733,1.3333333333333333,157.0,40.333333333333336,69.93284063216659,58.08947368421053,39.06666666666666,492.21578947368414,374.4655954594603,19.61
1586,COVE,41.279,-121.008,2017,7,12500.01,211.5,5991.3,3172.41,3113.01,0,0,84.35714285714286,59.285714285714285,1.5,15.0,19.0,116.33333333333333,20.333333333333332,152.0,29.27142857142857,35.13333333333333,463.9857142857143,1017.0,14.743333333333334
1587,SOUP COMPLEX,41.29,-120.269,2016,9,1133.19,20.16,694.26,234.63,184.14,0,9,105.0,82.5,2.5,24.0,23.75,111.25,11.0,152.0,36.05,33.75,666.4,1835.0,14.6375
1588,NELSON (W-1),41.295,-120.425,2012,8,1667.16,381.06,273.51,411.03,601.47,0,0,82.1875,48.0625,0.375,3.6219934355604733,15.307692307692308,149.92307692307693,41.46153846153846,69.93284063216659,21.675,36.79230769230769,372.0625,374.4655954594603,17.513846153846153
1589,SALMON RIVER COMPLEX,41.314,-123.203,2013,7,6054.93,4.68,1636.83,2374.65,2027.52,0,0,68.10526315789474,42.0,3.0,3.6219934355604733,1.0,170.0,56.0,69.93284063216659,58.08947368421053,41.1,492.21578947368414,374.4655954594603,20.8
1590,WHITES,41.319,-123.038,2014,7,13968.9,26.55,4611.87,4349.7,4980.33,0,0,91.0,46.0,2.0,3.6219934355604733,0.0,173.3,51.7,69.93284063216659,55.39999999999999,38.410000000000004,524.6,374.4655954594603,20.481
1591,ORLEANS COMPLEX,41.336,-123.465,2006,7,6459.84,8.73,4216.05,1676.97,558.09,0,0,128.0,96.0,17.0,0.0,1.5454545454545454,168.63636363636363,54.90909090909091,0.0,66.8,41.263636363636365,1608.5999999999997,0.0,20.199545454545458
1592,NIELON,41.351,-123.096,1987,8,627.84,0.09,247.86,154.26,225.63,0,0,84.4375,47.125,6.375,2.5625,0.4375,189.3125,50.125,69.625,125.875,40.35,744.45625,142.375,20.162499999999998
1593,ALLEN,41.35755778,-121.0760707,2020,7,412.56,4.59,268.2,129.51,9.72,0,0,59.57142857142857,34.5,1.0,13.0,13.4,136.0,18.0,203.0,25.764285714285712,35.04,266.5857142857143,959.0,16.008000000000003
1594,SPECIMEN,41.363,-123.151,1994,9,2896.56,0.09,911.97,790.74,1193.67,0,10,78.26315789473684,46.68421052631579,2.3157894736842106,0.8421052631578947,0.8666666666666667,181.53333333333333,74.4,23.42105263157895,36.815789473684205,40.733333333333334,476.4263157894737,23.42105263157895,20.30933333333333
1595,LIGHTNING 120 (CRANK),41.397,-121.165,1987,8,1435.77,0.36,276.57,420.12,737.73,0,0,84.0,84.0,3.0,15.0,3.138077881268154,194.99819191814728,61.23320956669523,152.0,83.8,39.51175228921307,320.665,860.0,21.800804610486804
1596,FROG,41.41,-121.381,2015,7,2127.33,6.57,765.54,1174.5,179.64,0,1,51.0,35.0,1.0,0.0,11.5,143.0,17.25,0.0,43.39999999999999,36.400000000000006,404.59999999999997,0.0,17.13
1597,YELLOW 2,41.412,-123.316,1987,8,21702.78,85.32,12484.08,5832.63,3293.64,0,0,85.75,59.5,11.25,0.75,0.0,195.0,65.0,16.0,88.5,42.79999999999999,1045.8500000000001,28.5,20.95
1598,UNCLES COMPLEX,41.414,-123.177,2006,7,1534.77,3.42,476.55,535.41,519.39,1,0,118.0,79.5,9.0,7.888888888888889,7.4,154.2,46.4,133.77777777777777,55.349999999999994,39.459999999999994,1092.3,539.7777777777778,18.35
1599,ISLAND,41.42,-123.131,2017,6,25210.62,29.34,8184.96,9396.27,7598.7,1,1,105.0,69.0,10.5,3.6219934355604733,3.0,153.0,64.66666666666667,69.93284063216659,47.25,40.9,979.7,374.4655954594603,18.963333333333335
1600,STONE,41.425,-121.013,2018,8,15966.45,196.11,10535.49,3713.94,1512.36,0,1,71.57142857142857,40.92857142857143,3.142857142857143,14.0,18.75,113.5,16.25,229.0,39.00714285714286,34.7,464.7071428571429,1118.0,15.0425
1601,HANCOCK,41.426,-123.306,2006,7,9427.68,15.75,4666.86,3203.91,1541.16,0,0,128.0,96.0,17.0,0.0,1.6,170.1,56.65,0.0,66.80000000000001,41.39,1608.5999999999997,0.0,20.341500000000003
1602,HIGH,41.446,-121.309,2006,6,1182.15,30.42,647.28,455.67,48.24,0,1,92.93333333333334,44.266666666666666,1.0,15.578947368421053,11.363636363636363,133.9090909090909,29.454545454545453,268.6842105263158,36.82,37.00909090909091,352.83333333333326,1413.7894736842106,16.221818181818183
1603,NICKOWITZ,41.448,-123.755,2015,8,3382.47,0.0,2348.82,732.15,301.5,1,0,79.0,61.0,14.0,3.6219934355604733,0.5454545454545454,188.1818181818182,58.09090909090909,69.93284063216659,63.79999999999999,41.390909090909105,1090.0,374.4655954594603,21.995
1604,BELL WEST,41.456,-121.427,1999,5,706.32,1.89,521.37,142.56,39.33,0,1,51.0,29.0,1.0,10.0,3.138077881268154,194.99819191814728,61.23320956669523,258.0,40.0,39.51175228921307,252.75,895.0,21.800804610486804
1605,MUSSOLINI,41.461,-122.516,2002,7,1258.47,586.62,403.11,201.33,61.02,0,0,84.92307692307692,50.65384615384615,11.807692307692308,12.64,0.125,174.25,62.875,474.32,107.95384615384613,42.1,1022.0346153846151,1980.92,20.1775
1606,PARKER2,41.464,-120.262,2017,8,3092.76,97.56,1677.24,876.51,432.72,0,0,115.0,91.5,2.5,29.5,22.333333333333332,115.33333333333333,21.0,254.0,27.55,34.4,711.95,2233.0,14.770000000000001
1607,HAYPRESS,41.465,-123.427,2017,8,8872.29,2.43,3304.17,3705.84,1859.49,0,0,110.0,88.0,16.0,3.6219934355604733,5.666666666666667,154.33333333333334,66.66666666666667,69.93284063216659,55.4,42.6,1452.9,374.4655954594603,18.94666666666667
1608,QUAKING,41.465,-121.322,1987,7,1787.22,11.34,585.09,1168.29,22.32,0,1,56.14283365876301,36.1994151940461,5.518378384741276,15.0,3.138077881268154,194.99819191814728,61.23320956669523,152.0,54.812286799367186,39.51175228921307,319.58000000000004,860.0,21.800804610486804
1609,GULCH,41.476,-120.924,2014,7,560.07,27.81,252.9,267.84,10.98,0,0,85.11764705882354,44.588235294117645,1.7647058823529411,2.0,3.4285714285714284,149.57142857142858,34.285714285714285,76.0,29.194117647058825,37.4,392.0882352941177,169.0,18.102857142857143
1610,HOY,41.487,-122.397,2006,7,556.83,21.78,129.24,323.46,82.26,0,0,111.04166666666667,74.875,9.25,29.0,1.8076923076923077,151.8846153846154,37.96153846153846,559.0,75.06666666666666,38.565384615384616,1125.0958333333333,3351.0,17.59653846153846
1611,WOOLEY,41.489,-123.27,2005,9,1310.31,5.13,797.58,332.46,175.14,0,5,116.0,88.0,25.0,0.7142857142857143,1.1,166.8,54.05,21.714285714285715,103.9,38.195,1810.8000000000002,61.57142857142857,20.255499999999998
1612,BEAR WALLOW COMPLEX (ANTHONY MILNE),41.505,-123.184,2008,6,879.3,0.54,544.14,225.54,109.08,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,5.5,171.5,62.5,69.93284063216659,54.812286799367186,41.65,396.80000000000007,374.4655954594603,20.25
1613,HOTLUM,41.512,-122.315,2006,2,1282.86,12.78,565.83,664.47,39.51,1,4,109.25925925925925,70.55555555555556,8.222222222222221,29.0,1.7241379310344827,152.51724137931035,40.241379310344826,559.0,69.23703703703704,38.71379310344827,1063.8466666666668,3351.0,17.75413793103448
1614,MAN,41.539,-123.213,2014,8,6847.2,16.2,2483.73,2412.0,1934.82,0,0,107.0,70.0,11.0,3.6219934355604733,1.0,170.0,63.25,69.93284063216659,64.8,39.725,1087.4,374.4655954594603,20.384999999999998
1615,LOG,41.54,-123.042,2014,7,1615.32,0.0,525.78,724.59,364.77,0,0,91.0,46.0,2.0,3.6219934355604733,0.8571428571428571,163.57142857142858,44.42857142857143,69.93284063216659,55.4,37.62857142857143,524.6,374.4655954594603,19.575714285714287
1616,PANTHER,41.541,-123.381,2008,7,28916.73,104.58,9036.09,10487.52,9287.19,0,8,99.0,69.0,15.0,12.0,0.55,173.75,56.65,114.0,73.40000000000002,39.175,1221.5999999999997,758.0,20.492999999999995
1617,BURNEY,41.546,-123.303,2017,7,647.01,1.71,267.75,230.04,147.51,1,0,110.0,88.0,16.0,3.6219934355604733,5.5,151.25,61.0,69.93284063216659,55.4,41.8,1452.9,374.4655954594603,18.517500000000002
1618,AMBROSE COMPLEX (DAMON-LONG),41.555,-121.25,1996,8,9748.71,15.12,8457.21,1212.3,63.9,0,0,111.2,47.6,2.6,15.8,7.4,132.7,33.3,127.2,34.16,36.269999999999996,468.02,1157.8,16.677
1619,RED ROCK,41.566,-123.166,2009,8,573.75,1.89,283.95,215.55,72.36,0,1,56.14283365876301,36.1994151940461,5.518378384741276,0.0,13.5,137.75,36.25,0.0,54.812286799367186,37.224999999999994,548.5262273578717,0.0,17.0275
1620,PEAK,41.588,-123.788,2015,8,5773.05,2.43,2699.82,1764.81,1305.99,0,0,79.0,61.0,14.0,3.6219934355604733,1.375,186.875,59.875,69.93284063216659,63.8,41.6875,1090.0,374.4655954594603,21.786250000000003
1621,UKONOM,41.59,-123.493,2017,7,1710.72,9.54,539.82,794.88,366.48,1,0,110.0,88.0,16.0,3.6219934355604733,8.0,143.66666666666666,42.0,69.93284063216659,55.4,40.4,1452.9,374.4655954594603,17.646666666666665
1622,TITUS,41.609,-123.355,2006,7,2475.81,1.26,928.8,814.14,731.34,0,0,128.0,96.0,17.0,0.5263157894736842,1.6666666666666667,169.33333333333334,56.333333333333336,8.0,66.80000000000001,41.352380952380955,1608.5999999999997,35.473684210526315,20.222380952380956
1623,KLAMATH,41.612,-124.004,1988,9,2003.4,17.73,563.94,710.64,711.09,0,1,99.12,79.88,25.4,0.0,0.0,30.11764705882353,0.0,0.0,108.228,29.28235294117647,1684.5242424242424,0.0,15.798823529411766
1624,SISKIYOU-BLUE 2 COMPLEX (BLUE 2),41.614,-123.658,2008,6,40804.29,56.97,17186.04,14168.88,9391.95,0,1,99.0,69.0,15.0,12.0,0.0,174.75,56.85,114.0,73.40000000000002,39.425,1221.5999999999997,758.0,20.623499999999996
1625,PONY,41.614,-123.549,2016,6,1266.75,0.0,508.59,559.53,198.45,0,2,129.0,86.0,19.0,3.6219934355604733,0.0,192.0,93.0,69.93284063216659,65.5,45.0,1537.6,374.4655954594603,22.89
1626,ELK COMPLEX (ELK),41.617,-123.279,2007,7,551.79,0.09,215.28,207.36,129.06,0,0,104.0,81.0,15.0,2.8421052631578947,3.923076923076923,165.3846153846154,46.53846153846154,74.36842105263158,78.2,38.89230769230768,1220.3,186.1578947368421,19.703846153846158
1627,JACK 1,41.623,-123.61,1994,7,10470.33,3.33,4596.48,3806.19,2064.24,1,0,56.14283365876301,36.1994151940461,5.518378384741276,0.0,2.0,167.0,47.5,0.0,54.812286799367186,39.45,857.9,0.0,19.46
1628,LAKE2,41.624,-120.087,1999,9,1212.21,9.99,528.48,651.42,0.0,0,1,69.44736842105263,42.578947368421055,1.631578947368421,12.666666666666666,9.555555555555555,137.22222222222223,10.472222222222221,170.83333333333334,28.639473684210518,35.625000000000014,336.60263157894747,860.5,16.076111111111107
1629,HAPPY CAMP COMPLEX (SWILLUP),41.625,-123.539,2001,9,3531.6,2.7,1823.85,1091.7,613.17,1,1,109.0,78.0,11.0,0.0,0.05263157894736842,187.73684210526315,71.78947368421052,0.0,49.79999999999998,39.73684210526316,1057.5,0.0,21.3157894736842
1630,PONY,41.63,-123.577,1995,8,886.32,0.0,386.55,251.64,248.13,1,2,56.14283365876301,36.1994151940461,5.518378384741276,1.0,0.5,160.5,42.0,25.0,54.812286799367186,38.599999999999994,548.5262273578717,25.0,19.659999999999997
1631,KING TITUS,41.638,-123.389,1987,8,28891.89,146.52,15609.06,9058.77,4076.46,0,0,84.0,61.0,12.0,0.0,3.138077881268154,194.99819191814728,61.23320956669523,13.0,57.89999999999999,39.51175228921307,1080.5,13.0,21.800804610486804
1632,COUGAR,41.643,-121.436,2011,6,786.87,1.08,186.3,372.51,209.16,1,1,92.0,23.0,0.0,3.6219934355604733,11.0,122.66666666666667,7.111111111111111,69.93284063216659,17.3,32.949999999999996,168.5,374.4655954594603,15.886111111111111
1633,KELSEY,41.656,-123.144,1987,8,1489.95,0.45,611.55,696.15,181.8,1,0,99.0,48.0,3.0,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,40.6,39.51175228921307,495.9,0.0,21.800804610486804
1634,STANZA,41.669,-123.314,2002,7,1251.54,7.2,409.32,489.24,345.78,0,2,77.84615384615384,58.46153846153846,15.538461538461538,1.3181818181818181,1.2727272727272727,190.0909090909091,69.0909090909091,25.272727272727273,98.41538461538461,41.1,1171.2384615384615,79.13636363636364,21.46
1635,LITTLE DEER,41.672,-122.104,2014,7,2265.75,51.75,549.63,1481.94,181.08,1,0,94.07142857142857,44.0,1.8571428571428572,0.0,1.8125,170.0,64.75,0.0,29.364285714285717,40.50625,442.1857142857143,0.0,20.659375
1636,ELK COMPLEX (KING CREEK 2),41.681,-123.414,2007,7,5746.05,31.77,2029.05,2262.24,1422.81,0,0,105.0,83.21052631578948,15.0,3.857142857142857,1.7142857142857142,168.0,48.38095238095238,100.92857142857143,77.15789473684211,38.88095238095238,1239.442105263158,252.64285714285714,20.140000000000004
1637,TENNANT,41.704,-122.012,2009,7,1241.37,1.71,170.19,579.78,489.33,0,1,85.08695652173913,41.21739130434783,0.08695652173913043,12.411764705882353,8.125,150.25,58.125,102.0,22.208695652173912,39.2,344.0208333333333,620.7647058823529,18.60875
1638,HAPPY CAMP COMPLEX,41.707,-123.196,2014,8,47952.45,84.51,12420.9,17783.19,17658.0,1,1,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,2.25,152.0,40.5,69.93284063216659,54.812286799367186,37.625,548.5262273578717,374.4655954594603,18.435000000000002
1639,SAGE,41.708,-120.504,2006,7,2215.35,12.78,2061.0,131.76,8.73,0,0,94.8,57.0,0.8,6.0,14.25,133.5,38.9,51.0,21.14,37.36999999999999,382.28000000000003,181.0,16.51749999999999
1640,MODOC COMPLEX (BELL),41.723,-120.963,2001,8,1276.2,1.89,762.75,419.67,91.89,1,0,85.18181818181819,31.863636363636363,0.18181818181818182,0.0,8.884615384615385,162.76923076923077,40.65384615384615,0.0,17.127272727272725,37.515384615384605,250.79545454545448,0.0,18.03076923076923
1641,BEAR,41.724,-123.546,1994,7,687.24,0.0,224.73,212.13,250.38,0,1,110.0,110.0,10.0,0.0,6.25,146.25,38.5,0.0,48.3,38.0,888.5999999999999,0.0,17.805
1642,DALTON,41.72501425,-121.0601574,2020,7,542.52,0.0,464.76,77.67,0.09,0,0,69.6923076923077,30.46153846153846,0.0,2.0,4.6875,147.9375,25.5625,102.0,12.676923076923078,35.58125,188.65384615384616,176.0,17.478125
1643,CALDWELL,41.73458816,-121.4543373,2020,7,32816.34,2267.1,12630.69,14288.31,3231.27,0,0,71.0,20.0,0.0,2.0,2.9,155.95,32.1,102.0,11.400000000000002,36.385000000000005,140.4,176.0,18.249499999999998
1644,ACKLEY,41.743,-121.328,2003,7,4137.39,18.0,3648.69,250.38,0.0,0,2,114.0,38.0,0.0,7.0,5.1,143.1,31.3,102.0,12.7,39.24,261.5,491.0,16.851999999999997
1645,OAK,41.747,-123.58,2017,8,38708.73,12.06,10992.24,13485.96,14218.38,1,0,146.0,98.0,23.5,3.6219934355604733,8.2,137.0,40.0,69.93284063216659,81.15,39.2,1889.5,374.4655954594603,17.066
1646,LAKE,41.748,-123.18,1987,9,7453.89,13.32,5158.89,1858.23,420.12,1,9,99.0,48.0,3.0,0.0,29.0,104.0,6.0,0.0,40.6,35.1,495.9,0.0,13.26
1647,DALTON 3,41.748,-121.063,1996,8,1184.13,2.88,900.09,273.42,7.47,0,0,116.17647058823529,49.8235294117647,2.176470588235294,15.5,9.363636363636363,129.36363636363637,30.818181818181817,108.0,31.91176470588235,35.92727272727273,464.02352941176474,1046.5,16.40818181818182
1648,EAST,41.752,-123.34,1999,7,519.3,0.81,145.62,175.86,197.01,0,1,104.0,72.8,10.4,1.75,11.333333333333334,137.0,21.333333333333332,34.875,50.779999999999994,37.300000000000004,951.28,117.5,16.533333333333335
1649,TEN BALD,41.756,-123.526,1987,8,7946.28,1.98,2617.02,3783.33,1543.86,0,0,95.0,73.25,16.25,4.0,5.8,167.4,45.4,203.0,76.44999999999999,39.739999999999995,1374.65,393.0,19.142
1650,CROWDER MOUNTAIN,41.756,-120.549,1990,7,411.3,0.0,226.98,155.34,28.98,0,1,68.6,37.333333333333336,0.4,15.793103448275861,18.103448275862068,137.75862068965517,32.0,138.48275862068965,23.696666666666662,37.60000000000001,277.71999999999997,929.2068965517242,16.78379310344827
1651,GULCH,41.758,-123.284,1987,8,4442.58,6.21,2264.22,1694.61,477.54,0,0,102.4,61.6,5.2,0.0,29.0,104.0,6.0,0.0,43.660000000000004,35.1,669.3399999999999,0.0,13.26
1652,COON,41.759,-123.954,2015,8,2422.17,3.96,1079.55,772.29,566.28,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,11.0,80.0,1.0,69.93284063216659,54.812286799367186,32.2,548.5262273578717,374.4655954594603,13.88
1653,NORTH CROWDER,41.762,-120.552,1998,8,1047.51,0.09,902.43,143.91,0.99,0,1,136.27586206896552,69.03448275862068,2.9310344827586206,12.379310344827585,13.933333333333334,117.36666666666666,34.13333333333333,103.34482758620689,28.172413793103456,37.2,592.4724137931036,735.6896551724138,15.605666666666663
1654,LAKE COMPLEX,41.764,-120.979,2012,8,851.58,95.04,644.94,104.22,7.38,0,0,83.0,58.0,1.1666666666666667,3.6219934355604733,18.272727272727273,139.1818181818182,23.90909090909091,69.93284063216659,28.96666666666667,35.418181818181814,388.95,374.4655954594603,16.26090909090909
1655,LONE,41.766,-121.034,2019,9,2217.51,0.9,1183.41,1002.33,30.69,0,0,96.0,72.33333333333333,0.6666666666666666,3.6219934355604733,16.333333333333332,109.77777777777777,3.888888888888889,69.93284063216659,23.200000000000003,33.22222222222222,491.8999999999999,374.4655954594603,14.652222222222223
1656,PINE,41.766,-121.016,1999,8,9277.02,14.31,7786.8,1455.75,20.07,0,8,73.875,38.625,1.0,17.666666666666668,12.333333333333334,128.66666666666666,9.166666666666666,445.6666666666667,32.8375,35.983333333333334,287.3875,1520.0,15.273333333333333
1657,SCORPION COMPLEX,41.776,-121.357,2011,7,1120.5,0.27,591.66,512.1,4.77,0,1,92.0,23.0,0.0,3.6219934355604733,11.176470588235293,122.6470588235294,7.176470588235294,69.93284063216659,17.3,32.89411764705882,168.5,374.4655954594603,15.909411764705881
1658,YELLOW PINE COMPLEX (YELLOW),41.778,-121.622,1999,8,1550.34,10.89,1492.83,15.93,2.61,0,1,78.82608695652173,28.0,1.0,15.434782608695652,3.138077881268154,194.99819191814728,61.23320956669523,378.39130434782606,33.778260869565216,39.51175228921307,238.66956521739138,1261.7391304347825,21.800804610486804
1659,ROSS,41.792,-121.529,1990,8,1549.89,139.77,1327.32,1.8,0.0,0,1,75.0,38.666666666666664,1.0,13.333333333333334,19.0,113.0,20.0,143.66666666666666,25.66666666666666,35.6,352.6333333333334,800.0,15.78
1660,BEARCAT,41.793,-122.831,1987,8,1157.13,2.07,497.88,533.88,123.21,0,0,101.0,60.2,5.2,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,45.68,39.51175228921307,669.8799999999999,0.0,21.800804610486804
1661,TUCKER,41.799,-121.234,2019,7,5695.02,16.11,931.14,3938.04,787.77,1,1,105.0,34.0,0.0,3.6219934355604733,5.647058823529412,132.23529411764707,7.764705882352941,69.93284063216659,18.8,33.99411764705882,315.2,374.4655954594603,16.659411764705883
1662,ELK COMPLEX (LITTLE GRIDER),41.804,-123.412,2007,7,970.47,0.0,472.32,352.53,145.62,1,0,107.0,74.2,9.4,1.7142857142857142,9.0,140.5,33.75,50.857142857142854,54.96,36.825,909.76,178.28571428571428,17.740000000000002
1663,JACK,41.811,-121.53,2008,8,2454.21,45.09,2190.96,10.08,0.27,0,7,83.26086956521739,24.391304347826086,0.34782608695652173,18.956521739130434,21.5,137.0,18.0,196.17391304347825,18.81304347826087,38.05,226.38260869565218,1345.4347826086957,16.21
1664,CHINA,41.817,-123.274,1987,8,1189.8,0.54,567.99,430.92,190.35,0,0,90.34782608695652,55.65217391304348,7.391304347826087,1.6363636363636365,29.0,104.0,6.0,54.0,45.1,35.1,727.4565217391304,89.18181818181819,13.26
1665,SLATER,41.834,-123.348,1987,8,2364.66,1.08,704.07,999.81,659.52,0,0,89.07142857142857,58.42857142857143,8.428571428571429,2.0,29.0,104.0,6.0,66.0,46.24285714285714,35.1,787.85,109.0,13.26
1666,BEAR,41.839,-123.724,2015,8,4923.72,2.79,2049.39,1517.58,1353.96,0,1,110.44444444444444,67.44444444444444,17.11111111111111,3.6219934355604733,1.0909090909090908,179.9090909090909,70.81818181818181,69.93284063216659,108.75555555555557,42.82727272727273,1329.1111111111113,374.4655954594603,21.266363636363632
1667,CHINA BACK COMPLEX,41.842,-122.703,2007,7,1280.34,3.15,638.37,447.39,190.17,1,0,79.52173913043478,38.869565217391305,2.3043478260869565,2.0,3.88,158.56,59.4,318.0,38.76521739130435,40.128,388.7391304347826,428.0,18.9548
1668,ELK LICK,41.849,-123.551,1987,8,587.61,1.71,238.77,292.95,54.18,0,0,91.11111111111111,65.33333333333333,16.666666666666668,4.0,0.0,185.33333333333334,56.22222222222222,203.0,80.25555555555553,40.733333333333334,1376.788888888889,393.0,20.688888888888886
1669,CLEAR,41.849,-121.112,2001,7,1968.66,1.17,1939.68,24.21,0.36,0,1,81.42857142857143,52.285714285714285,0.5714285714285714,7.5,11.5,140.75,23.25,89.0,20.571428571428573,36.037499999999994,340.3142857142857,717.0,16.276249999999997
1670,GAP,41.856,-123.036,2016,8,13736.52,20.61,5177.07,4321.35,4212.27,1,0,124.0,101.0,13.5,3.6219934355604733,15.0,109.2,26.2,69.93284063216659,74.55000000000001,35.46,1315.65,374.4655954594603,15.157999999999998
1671,BARK,41.866,-122.883,2000,7,768.24,0.0,162.36,331.65,273.87,0,1,80.58333333333333,44.083333333333336,3.2916666666666665,1.0,3.526315789473684,149.21052631578948,53.73684210526316,38.0,54.183333333333344,37.5578947368421,500.81250000000017,68.47058823529412,18.421578947368413
1672,LIME,41.866,-122.661,2019,9,747.0,1.44,364.77,358.2,22.5,0,1,85.13636363636364,43.18181818181818,1.6818181818181819,9.0,0.041666666666666664,157.70833333333334,65.29166666666667,211.0,29.03636363636364,39.06666666666666,377.8454545454546,708.0,19.707083333333333
