,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),Unchanged(ha),Low_Severity(ha),Moderate_Severity(ha),High_Severity(ha),FuelTreatment,TSLF(months),PDepth>0.01in,PDepth>0.1in,PDepth>1in,SDepth>1in,DaysT<32d,DaysT>70d,DaysT>90d,HighestDaySnow,HighestDayRain,HighestDayTemp,TotalRain,TotalSnow,AvgMonthMax
1480,PATTISON,40.7,-123.416,2015,7,12596.67,36.27,4410.18,4523.4,3573.72,0,0,94.0,55.0,6.0,3.6219934355604733,0.14285714285714285,205.35714285714286,86.57142857142857,69.93284063216659,80.0,42.642857142857146,761.7999999999998,374.4655954594603,23.060000000000002
1481,SIMS,40.702,-123.544,2004,7,1540.89,4.5,237.51,409.95,888.93,0,0,79.0,55.0,7.0,0.23076923076923078,0.0,188.0,72.5,8.76923076923077,68.1,40.575,1127.6615384615386,8.76923076923077,21.642500000000002
1482,HAT CREEK COMPLEX (SUGARLOAF),40.702,-121.439,2009,8,3896.91,30.42,608.22,1706.31,1533.33,0,0,74.88888888888889,48.333333333333336,1.2222222222222223,5.666666666666667,3.9166666666666665,162.66666666666666,56.5,81.77777777777777,32.75555555555555,37.78333333333333,461.3111111111113,449.77777777777777,19.162499999999998
1483,GULCH,40.711,-122.164,2014,9,557.19,0.0,126.81,308.97,121.41,0,10,84.0,53.5,10.4375,0.0,0.0,241.0,120.25,0.0,64.25,43.9,886.0187500000001,0.0,25.729375000000005
1484,IRON AND ALPS COMPLEXES (EAGLE),40.714,-123.162,2008,6,13111.47,17.28,5183.28,5462.46,2447.55,0,0,88.0,58.0,6.0,4.0,0.0,184.0,72.42857142857143,127.0,63.0,40.392857142857146,740.9,327.0,21.149285714285718
1485,CARR,40.715,-122.593,2018,7,93175.11,220.23,13555.17,38597.49,39771.18,0,0,76.33333333333333,48.111111111111114,12.444444444444445,1.7777777777777777,0.0,168.0,43.0,22.666666666666668,78.88888888888889,37.8,869.0777777777777,71.11111111111111,19.15
1486,BEAR,40.718,-122.194,2004,8,4437.36,108.45,1835.64,1720.98,772.29,0,0,73.38461538461539,54.76923076923077,8.153846153846153,0.0,0.0,215.27272727272728,112.36363636363636,0.0,81.46153846153847,42.35454545454545,901.8384615384614,0.0,24.690909090909084
1487,BROWNS,40.721,-122.863,1994,7,720.0,0.0,92.79,124.29,501.84,0,0,88.0,59.0,3.0,0.5333333333333333,0.0,193.0,78.0,20.266666666666666,40.6,40.0,569.98,26.933333333333334,21.01
1488,R-4,40.721,-119.918,2017,8,239.22,0.0,31.77,158.58,2.25,0,1,48.0,27.0,2.0,2.0,9.074074074074074,150.66666666666666,76.48148148148148,76.0,49.0,39.94814814814814,244.2,119.0,19.017407407407408
1489,BOW,40.723,-122.263,1990,8,630.27,1.98,264.06,292.32,71.91,0,0,67.0,44.0,12.0,0.0,1.0,214.0,70.0,0.0,91.20000000000002,43.3,936.7000000000002,0.0,22.699999999999996
1490,SHU LIGHTNING COMPLEX (PINE),40.726,-122.074,2008,6,802.89,0.27,302.94,408.87,90.81,0,0,67.43478260869566,55.69565217391305,15.217391304347826,0.0,0.0,195.0,92.0,0.0,145.45652173913044,42.2,1220.3782608695653,0.0,22.25
1491,OBSERVATION,40.734,-120.178,2001,8,27293.49,6.3,10552.86,14513.76,1730.7,0,0,44.0,20.0,1.0,37.666666666666664,10.375,170.25,47.125,120.66666666666667,26.2,38.0,177.1,1785.6666666666667,18.38375
1492,FRENCH,40.74,-122.703,2004,8,5537.25,18.54,1445.22,2755.17,1267.02,0,1,94.35714285714286,57.357142857142854,11.0,3.6923076923076925,0.0,200.3548387096774,88.6774193548387,137.6153846153846,76.63571428571429,40.900000000000006,951.9928571428571,331.0,22.206774193548387
1493,JUNCTION,40.742,-123.004,2006,7,1343.25,8.37,481.41,539.55,313.92,0,0,121.0,84.0,7.0,3.0,0.2777777777777778,179.16666666666666,73.5,57.5,37.6,42.53333333333333,980.85,159.5,20.646666666666665
1494,OREGON,40.743,-122.968,2001,8,714.06,0.0,145.71,190.44,377.91,1,0,88.15789473684211,64.47368421052632,9.894736842105264,9.052631578947368,0.0,194.64102564102564,97.76923076923077,104.52631578947368,59.11052631578948,41.60512820512822,970.8684210526316,507.8421052631579,22.100769230769224
1495,IRON AND ALPS COMPLEXES (CEDAR),40.749,-123.361,2008,6,10229.67,10.71,3551.85,3771.99,2893.5,0,0,88.0,58.0,6.0,4.0,0.6,182.06666666666666,70.06666666666666,127.0,63.0,40.22,740.8999999999997,327.0,20.94066666666667
1496,CONE,40.752,-121.158,2002,9,724.05,1.17,136.62,242.64,337.41,1,1,63.0,39.0,1.0,13.615384615384615,2.727272727272727,172.0909090909091,52.72727272727273,111.15384615384616,29.0,41.93636363636363,350.3,1346.6153846153845,20.028181818181817
1497,LMU LGT66,40.755,-120.623,1994,9,856.08,4.95,329.76,320.13,154.71,0,0,52.0,22.0,0.0,3.6219934355604733,23.11111111111111,129.88888888888889,21.77777777777778,69.93284063216659,22.899999999999995,36.166666666666664,225.0,374.4655954594603,15.816666666666666
1498,OBSERVATION,40.76,-120.149,2006,6,1117.17,0.0,415.71,675.45,13.59,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,11.714285714285714,136.0,34.42857142857143,69.93284063216659,54.812286799367186,37.228571428571435,548.5262273578717,374.4655954594603,16.502857142857145
1499,HELLS HALF FIRE (HALF),40.763,-123.56,2008,6,6016.23,61.65,3023.19,2080.89,847.62,0,0,56.14283365876301,36.1994151940461,5.518378384741276,0.0,0.0,179.0,56.0,0.0,54.812286799367186,42.2,1023.7000000000002,0.0,21.09
1500,BRANHAM II,40.766,-120.498,1988,8,747.9,4.5,737.55,3.96,0.0,0,0,59.0,28.0,1.0,12.0,18.384615384615383,155.46153846153845,56.92307692307692,152.0,77.5,39.23846153846154,256.2,990.0,17.920769230769228
1501,HELENA,40.775,-123.062,2017,8,7570.8,41.76,2602.53,2869.83,2056.5,0,0,118.0,77.0,13.0,5.0,0.24,172.96,97.88,127.0,58.9,43.80799999999999,1114.8,304.0,22.453599999999998
1502,LOST,40.78,-121.426,1987,8,9549.45,1528.92,1922.22,4527.72,1462.23,0,0,88.96551724137932,58.41379310344828,3.0689655172413794,13.0,5.793103448275862,172.0344827586207,37.51724137931034,76.0,41.93103448275861,38.04827586206898,598.944827586207,441.0,18.787931034482757
1503,BOHEMOTASH,40.786,-122.446,1999,8,2308.05,38.7,878.94,956.97,350.1,0,0,82.27272727272727,59.81818181818182,17.0,0.13636363636363635,0.0,197.68421052631578,90.52631578947368,8.818181818181818,109.0909090909091,43.557894736842094,1242.0681818181818,11.681818181818182,22.673684210526307
1504,SHU LIGHTNING COMPLEX (STEIN),40.787,-122.091,2008,6,513.9,15.75,304.29,169.83,24.03,0,0,67.0,55.333333333333336,15.0,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,137.66666666666666,39.51175228921307,1189.4000000000003,0.0,21.800804610486804
1505,LOMA,40.789,-123.301,2003,9,1508.04,0.0,857.16,428.76,220.41,0,1,122.78260869565217,74.65217391304348,7.565217391304348,0.0,0.26666666666666666,175.06666666666666,90.73333333333333,6.782608695652174,54.39565217391305,43.75333333333333,963.2695652173912,13.565217391304348,21.808
1506,FLAT,40.792,-123.335,2012,7,741.78,0.45,367.47,262.62,109.44,1,1,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,3.75,165.5,62.0,69.93284063216659,54.812286799367186,40.975,548.5262273578717,374.4655954594603,19.485
1507,BRANHAM,40.794,-120.425,1990,8,3849.39,13.41,3644.82,25.83,0.45,0,0,58.0,23.0,0.0,3.6219934355604733,34.0,128.0,25.0,69.93284063216659,16.8,36.7,176.80000000000004,374.4655954594603,15.71
1508,EILER,40.799,-121.558,2014,7,12534.3,270.9,1608.21,3825.27,6775.47,1,0,86.0,42.0,3.0,3.6219934355604733,1.5,178.5,59.0,69.93284063216659,37.099999999999994,38.7,459.4176470588235,374.4655954594603,20.620833333333334
1509,RAVE,40.8,-120.101,1999,8,1973.25,0.0,515.43,1312.29,98.55,0,0,68.85714285714286,42.714285714285715,0.0,30.142857142857142,9.0,147.5,28.875,286.42857142857144,20.1,37.512499999999996,309.47142857142853,2026.5714285714287,17.31125
1510,TRELOAR COMPLEX,40.808,-123.214,1985,7,1650.69,0.0,869.58,414.9,365.49,0,0,70.0,54.0,6.0,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,66.0,39.51175228921307,520.6857142857143,0.0,21.800804610486804
1511,GRASSHOPPER,40.81,-120.727,2001,7,445.14,1.17,313.02,127.53,3.42,0,0,77.72727272727273,35.90909090909091,0.2727272727272727,17.0,24.166666666666668,143.5,17.833333333333332,114.0,14.781818181818181,34.68333333333333,256.99090909090904,1081.0,15.813333333333334
1512,IRON AND ALPS COMPLEXES (IRONSIDE),40.823,-123.424,2008,6,5262.75,15.84,3526.11,1305.54,405.9,1,0,88.0,58.0,6.0,2.1818181818181817,0.0,184.30769230769232,71.46153846153847,69.27272727272727,63.0,40.25384615384615,869.4454545454547,178.36363636363637,21.12769230769231
1513,STRAYLOR,40.826,-121.078,2004,7,1412.82,1.44,484.02,517.14,361.17,0,0,75.0,35.0,0.0,16.0,12.75,126.25,4.25,140.0,23.899999999999995,32.925,364.69999999999993,1007.0,15.032499999999999
1514,HAT CREEK COMPLEX (BROWN),40.833,-121.534,2009,8,746.37,0.0,252.0,349.74,129.6,0,0,73.17241379310344,48.03448275862069,1.1379310344827587,5.275862068965517,3.9166666666666665,162.66666666666666,56.5,76.13793103448276,32.1448275862069,37.78333333333333,456.09655172413795,418.7586206896552,19.162499999999998
1515,IRON AND ALPS COMPLEXES (BUCKHORN),40.837,-123.263,2008,6,11916.18,7.92,5095.35,3952.44,2853.36,1,0,88.0,58.0,6.0,4.0,0.0,184.0,72.42857142857143,127.0,63.0,40.392857142857146,740.8999999999997,327.0,21.149285714285718
1516,EAST,40.837,-123.022,1987,8,4261.5,1.89,1926.9,1269.36,1062.54,0,1,69.0,45.0,5.0,3.0,0.0,200.0,78.0,71.0,43.7,42.2,857.9588235294118,183.0,21.79
1517,UNNAMED,40.838,-122.508,1999,9,5021.91,6.66,2394.27,1687.5,796.86,0,0,82.27272727272727,59.81818181818182,17.0,0.13636363636363635,0.0,197.68421052631578,90.52631578947368,8.818181818181818,109.0909090909091,43.557894736842094,1242.0681818181818,11.681818181818182,22.673684210526307
1518,JACKASS,40.841,-122.455,1999,8,2216.43,16.02,1382.94,701.91,115.38,0,0,82.27272727272727,59.81818181818182,17.0,0.13636363636363635,0.0,197.68421052631578,90.52631578947368,8.818181818181818,109.0909090909091,43.557894736842094,1242.0681818181818,11.681818181818182,22.673684210526307
1519,SALT CREEK,40.841,-122.321,2012,8,470.7,0.0,156.78,201.24,112.68,0,0,82.0909090909091,57.81818181818182,26.363636363636363,3.6219934355604733,0.0,194.0,102.0,69.93284063216659,127.37272727272726,43.3,1729.2461538461537,374.4655954594603,23.07
1520,FORK,40.845,-123.01,2017,8,1344.87,2.25,408.96,509.4,423.63,1,0,118.53333333333333,75.66666666666667,11.666666666666666,4.2,0.21212121212121213,174.6969696969697,96.0909090909091,113.4,52.473333333333336,43.60303030303031,1058.0266666666664,254.13333333333333,22.238787878787875
1521,FOUNTAIN,40.846,-121.852,1992,8,25231.95,331.65,3201.93,4983.39,16714.17,0,1,82.0,65.5,25.0,4.5,3.138077881268154,194.99819191814728,61.23320956669523,127.0,145.29999999999998,39.51175228921307,1730.4499999999998,438.0,21.800804610486804
1522,DIXIE FIRE,40.857,-120.921,1996,8,536.13,0.36,113.85,124.29,276.93,0,0,100.5,66.83333333333333,1.0555555555555556,27.58823529411765,10.782608695652174,131.7826086956522,22.0,273.11764705882354,29.250000000000007,35.24782608695652,595.4999999999998,2489.470588235294,16.51304347826087
1523,CORRAL,40.86,-120.86,2008,6,4733.73,20.61,1767.6,1949.13,923.31,0,0,82.0,31.857142857142858,0.21428571428571427,18.0,27.2,128.0,14.6,140.0,23.257142857142856,35.379999999999995,277.5142857142857,1547.0,15.539999999999997
1524,BURNEY FIRE,40.867,-121.599,1988,8,1228.23,2.43,103.41,259.11,861.03,0,0,89.75,53.75,2.25,40.0,11.25,155.25,43.75,254.0,55.224999999999994,40.175000000000004,537.0,3719.0,18.395
1525,IRON AND ALPS COMPLEXES (ZEIGLER),40.869,-123.479,2008,6,992.97,7.47,616.59,307.26,61.47,0,0,88.0,58.0,6.0,1.1428571428571428,0.0,183.0,68.0,36.285714285714285,63.0,40.44,942.9,93.42857142857143,21.098000000000003
1526,BALD,40.87,-121.314,2014,7,16053.21,4.14,3625.38,7350.3,4453.02,1,0,86.0,42.0,3.0,3.6219934355604733,1.4545454545454546,183.27272727272728,64.27272727272727,69.93284063216659,37.10000000000001,39.29090909090909,459.4176470588235,374.4655954594603,21.048181818181817
1527,SUGAR,40.878,-122.431,1999,8,2064.69,17.55,964.98,866.43,215.64,0,0,82.78947368421052,60.421052631578945,17.157894736842106,0.15789473684210525,0.0,196.5,88.75,10.210526315789474,105.86842105263158,43.39999999999999,1241.7631578947369,13.526315789473685,22.631249999999994
1528,SHEEP 1,40.88,-122.478,1999,8,1058.31,1.8,555.57,321.84,178.83,0,0,82.27272727272727,59.81818181818182,17.0,0.13636363636363635,0.0,197.68421052631578,90.52631578947368,8.818181818181818,109.0909090909091,43.557894736842094,1242.0681818181818,11.681818181818182,22.673684210526307
1529,BIG BAR COMPLEX (ONION),40.883,-123.388,1999,8,6776.19,4.5,4586.94,1607.49,576.9,0,0,92.6,67.92,7.08,0.34285714285714286,0.0,189.0,92.15384615384616,32.65714285714286,57.96000000000001,44.03076923076923,941.9920000000001,42.25714285714286,21.977692307692305
1530,MIDDLE,40.883,-123.002,2019,9,548.46,0.0,161.73,106.65,280.08,1,0,96.0,67.0,7.0,3.0,1.875,191.75,70.5,178.0,91.2,39.3125,886.8000000000001,246.0,20.879999999999995
1531,RIPSTEIN,40.902,-123.04,1987,8,1376.19,0.72,544.32,371.97,459.18,0,0,91.0,55.0,9.0,3.0,0.0,195.0,65.0,25.0,180.3,42.8,949.7157894736844,75.0,20.95
1532,LUNCH,40.912,-122.48,1999,8,825.48,0.27,460.35,277.11,87.75,0,0,72.28,55.84,15.28,5.88,0.0,195.42857142857142,87.14285714285714,121.68,89.46,43.25714285714285,1132.22,739.88,22.592857142857138
1533,RIVER COMPLEX,40.914,-123.364,2015,7,31779.45,72.0,13941.36,10693.26,7062.12,1,0,94.71428571428571,55.92857142857143,6.857142857142857,3.6219934355604733,0.2857142857142857,205.57142857142858,86.78571428571429,69.93284063216659,77.27857142857144,42.67857142857143,798.8357142857142,374.4655954594603,23.044999999999998
1534,PETERSON COMPLEX,40.917,-121.338,2008,6,3209.58,0.63,1107.99,1650.06,364.14,0,0,64.0,34.0,2.0,9.0,3.4545454545454546,165.9090909090909,65.45454545454545,330.0,43.2,41.09090909090909,346.69999999999993,1576.0,19.871818181818185
1535,SHU LIGHTNING COMPLEX (CASSEL),40.942,-121.487,2009,8,2609.1,34.83,853.02,1535.31,171.99,0,0,73.17241379310344,48.03448275862069,1.1379310344827587,5.275862068965517,3.4545454545454546,166.45454545454547,61.0,76.13793103448276,32.1448275862069,38.19090909090909,456.0965517241378,418.7586206896552,19.459999999999997
1536,MCDONALD,40.947,-120.343,2010,7,4065.21,3.96,934.2,2004.57,455.22,0,1,101.5,75.0,2.5,22.666666666666668,11.363636363636363,112.45454545454545,25.545454545454547,118.66666666666667,30.35,35.654545454545456,617.45,1554.6666666666667,15.22818181818182
1537,PIGEON,40.951,-123.202,2006,9,40856.67,24.12,17213.76,14038.29,9569.25,0,9,116.0,86.0,7.0,1.0,2.466666666666667,174.66666666666666,65.4,51.0,37.6,42.166666666666664,994.7000000000002,103.0,20.368666666666666
1538,DODGE,40.951,-120.061,2015,8,4445.37,4.05,933.03,2095.02,1411.56,0,0,64.28571428571429,37.142857142857146,0.0,11.857142857142858,13.714285714285714,150.57142857142858,26.714285714285715,127.0,22.942857142857143,37.15714285714286,305.52857142857147,776.4285714285714,18.065714285714286
1539,DELTA,40.956,-122.452,1985,7,670.95,4.14,92.97,133.11,440.73,0,1,67.0,44.0,10.0,3.6219934355604733,0.0,178.0,54.0,69.93284063216659,65.3,38.9,737.4,374.4655954594603,20.7
1540,HIGH COMPLEX,40.967,-122.324,1999,8,1331.91,0.72,454.77,632.25,244.17,0,0,83.375,62.583333333333336,18.625,4.416666666666667,0.0,184.68421052631578,62.63157894736842,83.70833333333333,95.84166666666665,41.88947368421053,1280.2749999999999,344.625,21.20105263157895
1541,REPTILE,40.973,-122.508,1999,8,735.48,3.42,200.52,272.52,259.02,0,0,74.26923076923077,57.76923076923077,16.26923076923077,7.384615384615385,0.0,188.33333333333334,70.0,134.1153846153846,82.50000000000001,42.233333333333334,1158.923076923077,813.3461538461538,21.80666666666667
1542,SHU LIGHTNING COMPLEX (GOOSE),40.973,-121.762,2009,8,1721.79,19.89,652.14,509.58,540.18,0,0,83.97674418604652,60.30232558139535,11.279069767441861,5.534883720930233,2.4285714285714284,170.14285714285714,65.28571428571429,88.65116279069767,56.02558139534882,38.65714285714286,1014.274418604651,530.5116279069767,19.82
1543,W-1 MCDONALD,40.973,-120.289,2019,8,461.52,0.09,85.59,181.98,10.35,0,1,94.33333333333333,60.666666666666664,1.8333333333333333,20.4,18.22222222222222,110.88888888888889,10.88888888888889,171.4,34.35,33.73333333333333,521.8333333333333,1240.2,14.801111111111112
1544,DODGE COMPLEX (MENDIBOURNE),40.978,-120.371,2009,8,603.27,0.0,57.06,224.55,318.33,0,0,86.5,62.0,1.0,3.6219934355604733,16.11111111111111,124.66666666666667,26.555555555555557,69.93284063216659,23.6,35.22222222222222,430.85,374.4655954594603,15.825555555555557
1545,SHU LIGHTNING COMPLEX (VENTURE),40.982,-121.581,2008,6,808.02,21.6,230.58,407.61,148.23,0,0,66.0,43.2,7.6,5.4,1.1,170.1,71.5,198.0,95.32,41.64,740.78,945.6,20.347
1546,HIRZ,40.984,-122.279,2018,8,18899.37,7.38,7367.04,7721.01,3800.34,0,0,78.77272727272727,56.54545454545455,17.545454545454547,1.2727272727272727,0.0,185.625,61.25,33.09090909090909,82.09545454545454,39.574999999999996,1154.059090909091,61.95454545454545,20.768750000000004
1547,SHU LIGHTNING COMPLEX (CHALK),40.986,-121.812,2009,8,2772.18,40.23,856.62,992.79,882.54,1,0,84.94594594594595,63.432432432432435,12.945945945945946,6.27027027027027,0.0,182.0,80.0,90.70270270270271,60.53783783783783,42.8,1118.8162162162164,604.2162162162163,21.22
1548,STRAUSE,40.993,-123.107,1987,9,2589.75,6.57,938.88,863.01,781.02,0,0,91.0,55.0,9.0,3.0,0.0,195.0,65.0,25.0,180.30000000000004,42.79999999999999,949.614285714286,75.0,20.950000000000003
1549,HAT,40.998,-121.489,2018,8,798.3,8.28,149.76,415.26,225.0,0,0,61.05882352941177,43.705882352941174,2.9411764705882355,2.9411764705882355,8.5,137.5,24.5,137.76470588235293,34.370588235294115,35.0,515.1647058823529,226.41176470588235,17.005000000000003
1550,MEGRAM- ORLEANS,41.001,-123.432,1999,8,57106.71,33.3,29755.35,16620.66,10612.89,1,0,103.0,70.0,5.0,0.2857142857142857,0.0,183.4,82.2,22.571428571428573,57.7,43.779999999999994,843.4,30.571428571428573,21.642
1551,DELTA,41.007,-122.462,2018,9,25788.87,91.26,3733.2,8287.11,13677.12,0,1,76.0,53.666666666666664,18.0,1.3333333333333333,0.25,185.875,59.75,21.333333333333332,92.3,39.3625,1095.8,63.666666666666664,20.67125
1552,POWER,41.012,-121.486,2007,7,425.88,0.99,149.67,262.17,9.45,0,0,70.3103448275862,44.96551724137931,1.5172413793103448,3.7241379310344827,3.391304347826087,160.82608695652175,42.30434782608695,84.0,27.717241379310344,39.97391304347826,411.16551724137935,517.0909090909091,18.96695652173913
1553,CORRAL COMPLEX,41.031,-123.469,2013,8,5501.25,0.99,1817.1,1470.42,2204.1,1,1,68.22222222222223,42.0,3.0,3.6219934355604733,1.5,150.5,32.5,69.93284063216659,58.29999999999999,38.05,492.12222222222226,374.4655954594603,19.015
1554,BAGLEY,41.032,-122.055,2012,8,19317.6,26.19,6680.34,6804.18,5806.89,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,3.0,160.0,51.0,69.93284063216659,54.812286799367186,38.9,1464.7,374.4655954594603,18.93
1555,CHINA,41.054,-123.157,1987,8,3695.76,0.0,1333.62,1425.06,937.08,0,0,91.0,55.0,9.0,3.0,0.0,195.0,65.0,25.0,180.30000000000004,42.79999999999999,949.614285714286,75.0,20.950000000000003
1556,BEAR WALLOW COMPLEX (CARIBOU),41.059,-123.027,2008,6,4916.88,6.21,1397.61,2077.65,1435.14,0,0,92.0,33.0,1.0,0.0,2.3333333333333335,164.66666666666666,41.0,0.0,68.8,38.9,359.1,0.0,19.356666666666666
1557,GOLD,41.06383926,-120.816197,2020,7,9125.91,2.34,3752.28,3769.38,1598.04,0,1,59.57142857142857,34.5,1.0,13.0,15.0,132.25,12.25,203.0,25.76428571428571,33.75,266.5857142857143,959.0,15.565000000000001
1558,BACKBONE,41.07,-123.436,2009,7,1902.24,0.18,516.24,862.92,514.17,1,0,93.0,61.0,4.0,4.0,0.2727272727272727,161.27272727272728,70.63636363636364,91.0,39.10000000000001,42.6,849.6000000000001,226.0,20.485454545454544
1559,IRON AND ALPS COMPLEXES (CAREY),41.073,-123.294,2008,6,1627.2,1.98,604.17,706.59,314.46,0,0,96.9047619047619,66.9047619047619,13.285714285714286,10.476190476190476,0.0,175.9047619047619,58.857142857142854,116.47619047619048,71.41904761904765,39.1095238095238,1130.038095238095,675.9047619047619,20.630476190476184
1560,RUSH,41.091,-123.006,2006,7,2136.96,0.63,962.91,912.24,261.0,0,0,108.0,63.0,1.0,1.0,4.5,154.0,37.583333333333336,140.0,43.89999999999999,38.300000000000004,576.0,140.0,18.190833333333334
1561,W-5 COLD SPRINGS,41.09414628,-120.0796157,2020,8,28322.01,686.61,5899.5,13628.88,7903.98,0,0,65.26315789473684,37.0,0.0,12.631578947368421,9.2,143.2,29.8,223.6315789473684,22.48947368421052,36.66,283.49473684210534,1249.7368421052631,16.96
1562,ST.CLAIRE,41.111,-123.184,1987,8,3459.24,6.57,1827.18,1325.07,299.25,0,0,87.0,58.42857142857143,10.714285714285714,1.2857142857142858,0.0,195.0,65.0,18.142857142857142,110.35714285714288,42.79999999999999,997.209090909091,39.57142857142857,20.950000000000003
1563,RED SALMON COMPLEX,41.11928079,-123.3944016,2020,7,58078.17,26.37,17917.56,21715.47,18323.64,0,0,96.5,58.0,4.5,3.6219934355604733,3.75,170.25,42.5,69.93284063216659,39.1,38.75,780.3499999999999,374.4655954594603,19.485
1564,COYOTE,41.139,-123.879,1998,8,738.09,8.01,690.57,35.73,3.51,0,0,56.14283365876301,36.1994151940461,5.518378384741276,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,54.812286799367186,39.51175228921307,548.5262273578717,0.0,21.800804610486804
1565,MILL CREEK 1,41.141,-123.653,2018,8,1617.39,0.0,1008.27,412.29,196.83,0,0,100.0,74.0,9.0,3.6219934355604733,0.0,78.0,1.0,69.93284063216659,63.0,32.2,1058.7,374.4655954594603,15.43
1566,LIKELY,41.151,-120.462,2012,9,5092.65,1086.21,1491.93,1715.58,791.19,0,8,82.0,47.875,0.5625,3.6219934355604733,16.333333333333332,143.11111111111111,27.77777777777778,69.93284063216659,21.675,35.67777777777778,375.5562500000001,374.4655954594603,16.756666666666668
1567,COFFEE COMPLEX,41.155,-122.82,2014,8,2585.7,0.81,344.34,704.25,1536.12,1,0,91.0,46.0,2.0,3.6219934355604733,0.0,174.9090909090909,54.72727272727273,69.93284063216659,55.39999999999999,38.70909090909092,524.6,374.4655954594603,20.60636363636364
1568,REDSPOT,41.158,-123.405,2009,7,476.55,0.0,144.45,226.35,105.75,1,0,93.0,61.0,4.0,4.0,1.0,160.85,69.65,91.0,39.1,42.44499999999999,849.6,226.0,20.371000000000002
1569,BLUE COMPLEX (BLUE),41.182,-120.246,2001,8,12392.46,159.3,4460.4,4118.04,3651.75,0,0,81.95,31.0,0.0,24.03125,11.0,158.9090909090909,37.81818181818182,207.15625,19.104999999999997,37.518181818181816,252.67499999999995,1188.25,17.56590909090909
1570,CAMPBELL,41.184,-121.31,1990,8,1943.82,12.96,154.08,378.9,1397.79,0,0,67.0,39.0,0.0,12.333333333333334,3.138077881268154,194.99819191814728,61.23320956669523,220.0,24.1,39.51175228921307,341.56666666666666,1007.6666666666666,21.800804610486804
1571,HOTELLING,41.193,-123.289,1987,8,7129.53,19.44,3616.56,2276.73,1209.24,0,0,86.33333333333333,59.0,11.0,1.0,0.0,195.0,65.0,17.0,98.70000000000002,42.79999999999999,1034.3,33.666666666666664,20.950000000000003
1572,DOE,41.198,-122.725,1987,8,995.22,3.06,352.17,304.83,335.16,0,0,80.0909090909091,41.90909090909091,4.636363636363637,2.272727272727273,0.7272727272727273,185.54545454545453,40.27272727272727,99.18181818181819,89.82727272727271,38.727272727272734,613.6818181818181,187.0,19.640909090909087
1573,MILL CREEK 4,41.202,-123.621,2009,10,1162.53,0.0,495.27,365.13,302.13,0,9,93.0,61.0,4.0,4.0,0.15,165.85,72.95,91.0,39.1,42.944999999999986,849.6,226.0,20.794500000000003
1574,GLASGOW,41.239,-123.211,1987,8,5462.37,17.82,2311.38,1637.91,1486.35,0,0,86.33333333333333,59.0,11.0,1.0,0.0,195.0,65.0,17.0,98.70000000000002,42.79999999999999,1034.3,33.666666666666664,20.950000000000003
1575,FOX,41.23970758,-122.8534927,2020,9,808.11,0.09,235.53,425.7,146.79,1,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,1.0,181.5,67.5,69.93284063216659,54.812286799367186,40.25,548.5262273578717,374.4655954594603,20.575000000000003
1576,LIGHTNING 97 (BISON),41.245,-120.684,1988,8,1385.28,5.4,380.25,439.47,560.16,0,1,76.9375,41.3125,1.1875,12.0,13.0,162.0,52.0,102.0,27.724999999999994,40.0,328.2636363636364,764.0,18.17000000000001
1577,DAY,41.249,-121.296,2014,7,5564.34,11.25,960.93,1765.44,2826.72,0,0,84.0,43.0,2.0,2.0,6.0,143.0,19.0,76.0,30.699999999999992,36.1,423.347619047619,169.0,16.43
1578,BARBER,41.253,-120.088,2003,7,574.65,4.23,262.71,253.17,46.08,0,0,92.0952380952381,46.333333333333336,1.2857142857142858,4.2,6.125,145.83333333333334,39.125,153.95,29.12380952380952,39.56250000000001,354.9761904761905,266.1,17.28833333333333
1579,TABLE,41.254,-120.433,1994,7,894.06,0.54,70.02,109.26,714.15,0,0,73.85714285714286,45.666666666666664,0.47619047619047616,25.0,14.823529411764707,137.08823529411765,29.058823529411764,236.0,21.095238095238095,36.43235294117647,346.20476190476194,1806.0,16.596470588235295
1580,MARTIN,41.259,-123.779,1992,9,536.67,1.71,278.64,173.7,82.62,0,21,105.0,79.0,17.0,0.6666666666666666,0.0,164.0,50.666666666666664,16.666666666666668,76.20000000000002,37.199999999999996,1120.7333333333333,25.333333333333332,21.663333333333338
1581,EAGLE,41.26,-120.12,1984,8,700.83,28.71,503.82,133.56,15.39,0,0,84.51515151515152,51.15151515151515,0.15151515151515152,20.9375,27.53125,108.5,6.9375,115.4375,22.636363636363637,34.153125,413.01818181818186,1309.46875,13.4225
1582,EAGLE,41.268,-120.105,2018,7,856.17,27.81,215.28,463.14,118.98,0,1,95.33333333333333,70.33333333333333,3.0,34.0,20.0,119.0,19.333333333333332,155.0,39.0,35.949999999999996,618.0666666666667,2103.0,15.393333333333333
